Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Brand (product.metafields.custom.brand),Color (product.metafields.custom.color),InBox (product.metafields.custom.inbox),Model (product.metafields.custom.model),Region (product.metafields.custom.region),Sim (product.metafields.custom.sim),Storage (product.metafields.custom.storage),Warranty (product.metafields.custom.warranty),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
samsung-galaxy-a05s-128gb-silver,Samsung Galaxy A05s - 128GB - Silver,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095268248,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Silver,"In Box: Smartphone
Data Cable
Documentation",Galaxy A05s,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a05s-64gb-black,Samsung Galaxy A05s - 64GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095268408,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A05s,Eu,,64GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a14-128gb-awesome-black,Samsung Galaxy A14 - 128GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094843439,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A14,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a14-64gb-light-green,Samsung Galaxy A14 - 64GB - Light Green,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094843583,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A14,Eu,,64GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a14-64gb-silver,Samsung Galaxy A14 - 64GB - Silver,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094843378,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Silver,"In Box: Smartphone
Data Cable
Documentation",Galaxy A14,Eu,,64GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a15-4g-128gb-blue,Samsung Galaxy A15 4G - 128GB - Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095368740,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A15,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a15-4g-128gb-blue-black,Samsung Galaxy A15 4G - 128GB - Blue black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095368696,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A15,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a16-4g-lte-128gb-grijs,Samsung Galaxy A16 4G (LTE) - 128GB - Gray,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095822860,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Grey_e24996a0-6f66-4a72-9bce-086995710710.jpg?v=1766222829,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A16,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a16-4g-lte-128gb-zwart,Samsung Galaxy A16 4G (LTE) - 128GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095822365,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_dc711da6-8faa-4f9a-8c15-1d973c929329.jpg?v=1766222827,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A16,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a16-5g-128gb-blauw-zwart,Samsung Galaxy A16 5G - 128GB - Blue Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095781754,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_Black_7201f73a-5fa6-4aba-b979-ec2b648e96f8.jpg?v=1766222826,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A16,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a17-4g-4gb-128gb-blauw,Samsung Galaxy A17 4G - 4GB/128GB - Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806097651154,0.0,shopify,15,deny,manual,109.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/S500940359_1.webp?v=1769511105,1,"",false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A17,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a17-4g-4gb-128gb-grijs,Samsung Galaxy A17 4G - 4GB/128GB - Gray,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806097651239,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/S500940360_1.webp?v=1769511132,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A17,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a17-4g-4gb-128gb-zwart,Samsung Galaxy A17 4G - 4GB/128GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806097651192,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/S500940361_1.webp?v=1769511172,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A17,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a25-5g-128gb-blue,Samsung Galaxy A25 5G - 128GB - Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095382692,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A25,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a25-5g-256gb-blue,Samsung Galaxy A25 5G - 256GB - Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095382579,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A25,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a25-5g-256gb-blue-black,Samsung Galaxy A25 5G - 256GB - Blue black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095152530,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A25,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a26-5g-256gb-black,Samsung Galaxy A26 5G - 256GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806097072805,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_5a658573-dca7-41e6-8444-5539d29cf8da.jpg?v=1766222801,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A26,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a34-5g-128gb-awesome-black,Samsung Galaxy A34 5G - 128GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094813845,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A34,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a34-5g-256gb-awesome-black,Samsung Galaxy A34 5G - 256GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094888959,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A34,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a35-128gb-awesome-iceblue,Samsung Galaxy A35 - 128GB - Awesome Iceblue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095457604,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A35,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a35-128gb-awesome-navy,Samsung Galaxy A35 - 128GB - Awesome Navy,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095457888,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A35,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a35-256gb-awesome-navy,Samsung Galaxy A35 - 256GB - Awesome Navy,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095457840,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A35,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-128gb-awesome-black,Samsung Galaxy A36 5G - 128GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095984124,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_c622b796-19cf-459f-84bd-808534c9a978.jpg?v=1766222781,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-128gb-awesome-lime,Samsung Galaxy A36 5G - 128GB - Awesome Lime,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095984582,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lime_1102f7d7-020f-4c06-a9aa-15454e11cb46.jpg?v=1766222779,1,"",false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-256gb-awesome-black,Samsung Galaxy A36 5G - 256GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095984070,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_968d95cb-afe0-447c-9cbe-a829b4916006.jpg?v=1766222775,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-256gb-awesome-white,Samsung Galaxy A36 5G - 256GB - Awesome White,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095984223,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/White_ab04f9e6-d936-4241-af90-089102588513.jpg?v=1766222772,1,"",false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-128gb-awesome-black,Samsung Galaxy A54 5G - 128GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094885699,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-128gb-awesome-white,Samsung Galaxy A54 5G - 128GB - Awesome White,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094885668,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-128gb-awesome-navy,Samsung Galaxy A55 5G - 128GB - Awesome Navy,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095467061,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-256gb-awesome-lilac,Samsung Galaxy A55 5G - 256GB - Awesome Lilac,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095467191,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lilac,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-256gb-awesome-navy,Samsung Galaxy A55 5G - 256GB - Awesome Navy,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095467030,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-128gb-awesome-graphite,Samsung Galaxy A56 5G - 128GB - Awesome Graphite,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095982892,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite_39666ed7-0d17-411a-9e82-02c1ed8d4978.jpg?v=1766222743,1,"",false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Eu,Sim: Physical Sim only,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-256gb-awesome-graphite,Samsung Galaxy A56 5G - 256GB - Awesome Graphite,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095982847,0.0,shopify,140,deny,manual,273.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite_976c16a5-9d4c-4422-a1e1-e45ae64d457e.jpg?v=1766222737,1,"",false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Eu,Sim: Physical Sim only,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s23-5g-128gb-phantom-black,Samsung Galaxy S23 5G - 128GB - Phantom Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094724677,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy S23,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s23-fe-5g-128gb-graphite,Samsung Galaxy S23 FE 5G - 128GB - Graphite,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095137414,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy S23 FE,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s23-ultra-5g-256gb-cream,Samsung Galaxy S23 Ultra 5G - 256GB - Cream,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094733259,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Cream,"In Box: Smartphone
Data Cable
Documentation",Galaxy S23 Ultra,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s23-ultra-5g-256gb-phantom-black,Samsung Galaxy S23 Ultra 5G - 256GB - Phantom Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094733242,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy S23 Ultra,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-5g-128gb-onyx-black,Samsung Galaxy S24 5G - 128GB - Onyx Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095299747,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-5g-256gb-cobalt-violet,Samsung Galaxy S24 5G - 256GB - Cobalt Violet,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095299679,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Violet,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-5g-256gb-onyx-black,Samsung Galaxy S24 5G - 256GB - Onyx Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095299730,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-5g-dual-sim-s921b-8-128gb-onyx-black-enterprise,Samsung Galaxy S24 5G Dual Sim S921B 8/128GB Onyx Black Enterprise,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095525662,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-fe-128gb-graphite,Samsung Galaxy S24 FE - 128GB - Graphite,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095726144,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24 FE,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-fe-256gb-graphite,Samsung Galaxy S24 FE - 256GB - Graphite,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095726113,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24 FE,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-ultra-5g-256gb-titanium-black,Samsung Galaxy S24 Ultra 5G - 256GB - Titanium Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095308234,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24 Ultra,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s24-ultra-5g-256gb-titanium-grey,Samsung Galaxy S24 Ultra 5G - 256GB - Titanium Grey,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095309446,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Titanium,"In Box: Smartphone
Data Cable
Documentation",Galaxy S24 Ultra,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-s25-5g-128gb-enterprise-edition-silver-shadow,Samsung Galaxy S25 5G - 128GB Enterprise Edition Silver Shadow,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806097113157,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Silver,"In Box: Smartphone
Data Cable
Documentation",Galaxy S25,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-tab-a7-lite-wifi-64gb-gray,Samsung Galaxy Tab A7 Lite - WiFi - 64GB - Gray,"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,'8806092535855,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy Tab A7 Lite,Eu,,64GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-tab-a7-lite-wifi-8-7-inch-32gb-grijs,Samsung Galaxy Tab A7 Lite - WiFi - 8.7 inch - 32GB - Gray,"",TechByte,Electronics > Computers > Tablet Computers,"","Samsung, Tablet",true,Title,Default Title,,,,,,,,'8806092231818,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy Tab A7 Lite,Eu,,32GB,Warranty: Factory Warranty,,,,,,kg,,,active
